Loan_Id,Bank_Name,Loan_Type,Interest_Rate,Age,Gender,Annual_Income,Monthly_Emi,Years_of_Credit_History,Credit_Score,Loan_Amount,Tenure,Margin,Processing_Fee,Rating
312,SBI,Education,8.15,38,0,1292646,16266,21.8,799,4350000,15,90,10000,4.1
313,SBI,Home,6.7,32,1,867920,15261,15.7,801,3399000,30,90,10000,4.1
314,SBI,Home,6.8,38,1,269914,8615,13.9,763,2969000,30,90,10000,4.1
315,SBI,Education,8.65,54,1,1313375,15651,42.2,796,4481000,15,90,10000,4.1
316,SBI,Education,8.15,57,0,1257857,17820,20.7,788,2841000,15,90,10000,4.1
317,SBI,Home,6.7,24,1,797525,13159,18.9,817,3167000,30,90,10000,4.1
318,SBI,Automobile,7.35,28,1,1224132,1938,8.9,785,316400,7,90,0,4.1
319,SBI,Education,8.65,39,1,349486,9407,17.6,731,4115000,15,90,10000,4.1
320,SBI,Automobile,7.35,26,0,841073,12476,22,787,344800,7,90,0,4.1
321,SBI,Education,8.15,31,0,817798,22285,18.6,785,3911000,15,90,10000,4.1
322,SBI,Automobile,7.35,31,0,1832075,2794,18,789,293200,7,90,0,4.1
323,SBI,Education,8.65,57,1,622345,16129,11.4,793,5426000,15,90,10000,4.1
324,SBI,Education,8.65,29,1,929480,20991,19.6,815,2969000,15,90,10000,4.1
325,SBI,Automobile,7.35,59,0,1241669,25144,23,802,446600,7,90,0,4.1
326,SBI,Education,8.65,24,1,2412544,22115,31.3,791,4283000,15,90,10000,4.1
327,SBI,Education,8.15,49,0,8279060,72442,41.4,799,4515000,15,90,10000,4.1
328,SBI,Automobile,7.35,57,1,969285,5775,23.7,815,335300,7,90,0,4.1
329,SBI,Home,6.8,59,1,1638579,28948,22.3,793,3301000,30,90,10000,4.1
330,SBI,Automobile,7.35,49,0,1541584,19784,9.6,810,426800,7,90,0,4.1
331,SBI,Automobile,7.35,50,0,1162572,12207,13.2,794,426800,7,90,0,4.1
332,SBI,Home,6.7,53,1,747156,12702,35.3,805,3804000,30,90,10000,4.1
333,SBI,Home,6.8,34,1,1438528,29250,14.8,786,3692000,30,90,10000,4.1
334,SBI,Automobile,7.35,59,1,1078991,17084,16.4,790,370100,7,90,0,4.1
335,SBI,Education,8.15,31,0,1164928,16697,23,820,3493000,15,90,10000,4.1
336,SBI,Automobile,7.35,56,1,2094389,21293,20.1,819,330400,7,90,0,4.1
337,SBI,Home,6.8,45,1,1361027,29262,9.8,774,3259000,30,90,10000,4.1
338,SBI,Automobile,7.35,25,1,2276580,19730,10,785,350300,7,90,0,4.1
339,SBI,Education,8.15,57,0,1378298,12520,42.8,819,3170000,15,90,10000,4.1
340,SBI,Automobile,7.35,29,0,715008,8425,15,777,289300,7,90,0,4.1
341,SBI,Education,8.15,42,0,1691361,24595,26,698,3692000,15,90,10000,4.1
342,SBI,Automobile,7.35,48,0,2322047,1180,23.6,795,478000,7,90,0,4.1
343,SBI,Home,6.8,33,0,340043,5894,8.8,787,3567000,30,90,10000,4.1
344,SBI,Education,8.15,32,0,750652,13324,13.8,793,3460000,15,90,10000,4.1
345,SBI,Automobile,7.35,35,0,2971809,21298,19.8,793,419200,7,90,0,4.1
346,SBI,Home,6.8,58,0,1004967,13006,15.3,776,3484000,30,90,10000,4.1
347,SBI,Home,6.8,28,0,460655,4453,9.9,785,3079000,30,90,10000,4.1
348,SBI,Education,8.65,31,1,367327,3520,16.1,770,3112000,15,90,10000,4.1
349,SBI,Automobile,7.6,54,1,760912,16867,14.4,741,350600,7,90,0,4.1
350,SBI,Automobile,7.35,30,1,769500,9362,27.6,786,912000,7,90,0,4.1
351,SBI,Automobile,7.35,27,0,1814158,13258,18.8,781,329800,7,90,0,4.1
352,SBI,Education,8.65,50,1,224219,3120,14.4,801,3079000,15,90,10000,4.1
353,SBI,Education,8.15,34,0,1671183,9930,10.7,818,3548000,15,90,10000,4.1
354,SBI,Automobile,7.35,47,0,1120050,32481,18.8,788,405400,7,90,0,4.1
355,SBI,Automobile,7.35,39,0,1448370,14725,22.6,793,386200,7,90,0,4.1
356,SBI,Education,8.65,34,1,1625659,24927,35.9,760,3847000,15,90,10000,4.1
357,SBI,Home,6.7,48,1,1490208,7389,26.2,815,4939000,30,90,10000,4.1
358,SBI,Automobile,7.35,36,1,1847997,14938,15.6,810,301200,7,90,0,4.1
359,SBI,Home,6.8,24,0,713488,18491,14.1,768,3557000,30,90,10000,4.1
360,SBI,Home,6.7,24,0,669655,5887,17.9,803,3030000,30,90,10000,4.1
361,SBI,Automobile,7.35,57,0,391894,8948,9.2,796,1300000,7,90,0,4.1
362,SBI,Education,8.15,55,0,2491584,49209,19.2,808,6692000,15,90,10000,4.1
363,SBI,Home,6.7,32,0,895850,10153,34.6,817,3899000,30,90,10000,4.1
364,SBI,Education,8.15,59,0,1263956,24647,19.4,746,4362000,15,90,10000,4.1
365,SBI,Automobile,7.35,52,0,1138518,11480,12.1,798,417300,7,90,0,4.1
366,SBI,Education,8.15,42,0,2027718,28050,20.9,814,3030000,15,90,10000,4.1
367,SBI,Education,8.65,37,1,645088,9246,16,788,2975000,15,90,10000,4.1
368,SBI,Home,6.7,52,1,1855160,20871,14.7,813,3152000,30,90,10000,4.1
369,SBI,Automobile,7.6,35,0,1237356,31037,14.4,751,417900,7,90,0,4.1
370,SBI,Automobile,7.6,50,0,947302,5202,36.5,726,335900,7,90,0,4.1
371,SBI,Education,8.15,49,0,853556,18423,20.9,814,2868000,15,90,10000,4.1
372,SBI,Home,6.9,54,0,651871,1950,14.7,747,3475000,30,90,10000,4.1
373,SBI,Education,8.65,36,1,1122900,30225,17,786,3274000,15,90,10000,4.1
374,SBI,Home,6.7,57,1,2063457,19947,15,822,5704000,30,90,10000,4.1
375,SBI,Home,6.8,36,1,619932,15705,20.4,753,3283000,30,90,10000,4.1
376,SBI,Home,6.8,26,1,1326409,18017,22.1,772,4481000,30,90,10000,4.1
377,SBI,Home,6.8,28,0,1157442,13021,16.2,797,2820000,30,90,10000,4.1
378,SBI,Automobile,7.35,30,1,1228331,5476,15,812,481700,7,90,0,4.1
379,SBI,Home,6.8,28,1,745256,12234,9.6,753,3939000,30,90,10000,4.1
380,SBI,Home,6.8,43,0,1303533,28678,16.7,765,4143000,30,90,10000,4.1
381,SBI,Home,6.7,28,1,1238819,23744,17.5,819,4621000,30,90,10000,4.1
382,SBI,Education,8.15,26,0,1704357,15623,10.5,808,3499000,15,90,10000,4.1
383,SBI,Education,8.15,32,0,680827,11461,14.5,771,3033000,15,90,10000,4.1
384,SBI,Automobile,7.35,41,1,1218584,23254,15.1,774,355700,7,90,0,4.1
385,SBI,Education,8.65,51,1,4312753,20809,36.8,798,3292000,15,90,10000,4.1
386,SBI,Automobile,7.35,25,1,944490,21330,11,795,372500,7,90,0,4.1
387,SBI,Home,6.7,31,1,1210794,27344,10.5,810,3682000,30,90,10000,4.1
388,SBI,Home,6.8,29,0,1891450,33573,13.8,793,4503000,30,90,10000,4.1
389,SBI,Automobile,7.35,42,1,1136694,12598,12,808,515200,7,90,0,4.1
390,SBI,Automobile,7.35,54,0,584022,3465,11.1,805,354200,7,90,0,4.1
391,SBI,Home,6.7,53,0,1991010,18583,23,815,3167000,30,90,10000,4.1
392,SBI,Education,8.15,55,0,534318,8950,7.5,801,5213000,15,90,10000,4.1
393,SBI,Home,6.9,37,0,689206,21825,26.3,743,3716000,30,90,10000,4.1
394,SBI,Home,6.7,25,0,1168576,9475,14.9,820,3295000,30,90,10000,4.1
395,SBI,Education,8.15,25,0,1939330,12897,16.2,765,4006000,15,90,10000,4.1
396,SBI,Automobile,7.35,24,0,1482456,30267,22,795,457300,7,90,0,4.1
397,SBI,Automobile,7.35,31,0,775827,10215,19.7,795,337100,7,90,0,4.1
398,SBI,Home,6.8,47,0,182438,950,9.6,777,3353000,30,90,10000,4.1
399,SBI,Education,8.65,49,1,1270682,36850,18.7,770,3042000,15,90,10000,4.1
400,SBI,Automobile,7.35,52,1,1957190,9770,18,813,587800,7,90,0,4.1
401,SBI,Home,6.8,53,0,761311,9009,25,783,3179000,30,90,10000,4.1
402,SBI,Education,8.65,29,1,634752,10844,12.8,776,3243000,15,90,10000,4.1
403,SBI,Education,8.15,34,0,1949039,19490,16.4,804,3442000,15,90,10000,4.1
404,SBI,Home,6.7,35,0,796005,11277,20.2,806,3301000,30,90,10000,4.1
405,SBI,Education,8.65,27,1,770640,8477,21.9,810,2987000,15,90,10000,4.1
406,SBI,Automobile,7.35,38,0,3448386,27760,12.4,783,486500,7,90,0,4.1
407,SBI,Automobile,7.35,55,0,905350,5455,10.1,794,281400,7,90,0,4.1
408,SBI,Automobile,7.35,57,1,922906,13459,14.9,794,1250000,7,90,0,4.1
409,SBI,Home,6.7,40,0,1873210,16078,18,822,3396000,30,90,10000,4.1
410,SBI,Automobile,7.35,56,0,1120221,9074,23.1,819,308800,7,90,0,4.1
411,SBI,Home,6.7,46,1,570912,9658,7.8,803,3429000,30,90,10000,4.1
412,SBI,Home,6.7,49,1,1626153,20476,19.5,808,2972000,30,90,10000,4.1
413,SBI,Automobile,7.35,50,0,2911275,7036,31.5,795,318200,7,90,0,4.1
414,SBI,Education,8.65,49,1,1355460,24737,21.2,746,4618000,15,90,10000,4.1
415,SBI,Home,6.9,48,1,2034900,51551,30.7,703,3524000,30,90,10000,4.1
416,SBI,Automobile,7.35,57,1,1254418,19861,15.7,777,305700,7,90,0,4.1
417,SBI,Education,8.15,33,0,926155,11886,14,812,3728000,15,90,10000,4.1
418,SBI,Automobile,7.35,42,0,1609357,13545,15.9,789,316700,7,90,0,4.1
419,SBI,Automobile,7.35,35,0,919847,17477,15.9,768,324300,7,90,0,4.1
420,SBI,Automobile,7.35,31,1,480890,8736,13.8,799,339900,7,90,0,4.1
421,SBI,Education,8.65,40,1,1088282,16143,22.7,771,2978000,15,90,10000,4.1
422,SBI,Education,8.65,40,1,1749159,24634,22.1,750,4899000,15,90,10000,4.1
423,SBI,Education,8.15,48,0,2588351,7334,9.3,818,2838000,15,90,10000,4.1
424,SBI,Automobile,7.35,40,0,773205,8119,18.9,795,303000,7,90,0,4.1
425,SBI,Automobile,7.6,35,0,2645541,11993,16.1,731,489000,7,90,0,4.1
426,SBI,Home,6.8,29,0,1081803,13252,10.1,755,3780000,30,90,10000,4.1
427,SBI,Education,8.65,24,1,1117276,15176,40.8,788,3292000,15,90,10000,4.1
428,SBI,Education,8.15,37,0,1613575,13379,10.4,782,2896000,15,90,10000,4.1
429,SBI,Automobile,7.35,35,1,2743676,25379,10.8,813,698400,7,90,0,4.1
430,SBI,Home,6.9,42,1,859199,23986,8,742,3527000,30,90,10000,4.1
431,SBI,Education,8.65,24,1,815765,16723,13.6,761,3481000,15,90,10000,4.1
432,SBI,Home,6.8,46,0,2656276,62644,23.7,780,4783000,30,90,10000,4.1
433,SBI,Automobile,7.35,33,1,581913,7516,19.9,799,344500,7,90,0,4.1
434,SBI,Home,6.8,34,0,2059999,33423,24.5,785,3978000,30,90,10000,4.1
435,SBI,Education,8.65,35,1,756960,9254,11.8,806,4323000,15,90,10000,4.1
436,SBI,Education,8.15,53,0,1167455,24906,25.4,788,4320000,15,90,10000,4.1
437,SBI,Education,8.15,55,0,1652316,20378,24.9,781,4420000,15,90,10000,4.1
438,SBI,Automobile,7.35,30,0,875444,10797,11.4,819,395400,7,90,0,4.1
439,SBI,Home,6.7,50,1,1167702,23257,18.8,814,3682000,30,90,10000,4.1
440,SBI,Automobile,7.35,24,1,1135554,14573,16.7,821,416700,7,90,0,4.1
441,SBI,Home,6.8,46,0,2413722,10057,5.4,790,4134000,30,90,10000,4.1
442,SBI,Education,8.15,39,0,2721617,10864,26,814,3908000,15,90,10000,4.1
443,SBI,Automobile,7.35,57,1,3011823,19125,14.1,818,354800,7,90,0,4.1
444,SBI,Automobile,7.6,51,1,2466789,35357,16.4,747,484400,7,90,0,4.1
445,SBI,Home,6.9,26,1,2013012,17614,13.1,742,3509000,30,90,10000,4.1
446,SBI,Automobile,7.35,41,0,483531,8542,19.8,811,305700,7,90,0,4.1
447,SBI,Automobile,7.35,55,1,1005385,3502,9.7,773,351500,7,90,0,4.1
448,SBI,Home,6.8,30,0,1328271,18596,9.2,755,2981000,30,90,10000,4.1
449,SBI,Education,8.65,53,1,1297947,19361,13.5,695,4182000,15,90,10000,4.1
450,SBI,Education,8.65,47,1,868946,12382,17.5,774,3865000,15,90,10000,4.1
451,SBI,Education,8.65,36,1,936605,16937,16.3,789,3820000,15,90,10000,4.1
452,SBI,Home,6.7,38,0,1160444,15666,31.2,817,2972000,30,90,10000,4.1
453,SBI,Education,8.15,41,0,2127620,33156,33,777,4887000,15,90,10000,4.1
454,SBI,Automobile,7.35,46,1,2836605,60514,31.5,814,383200,7,90,0,4.1
455,SBI,Education,8.15,57,0,946903,6526,10.4,784,3570000,15,90,10000,4.1
456,SBI,Automobile,7.35,28,0,2406597,13878,21.8,821,372200,7,90,0,4.1
457,SBI,Automobile,7.35,27,0,1788033,22201,20.5,815,336200,7,90,0,4.1
458,SBI,Home,6.9,27,1,973769,26130,16.5,732,3689000,30,90,10000,4.1
459,SBI,Automobile,7.35,25,1,989273,19456,16.5,808,315800,7,90,0,4.1
460,SBI,Education,8.15,29,0,553432,9408,14.2,755,2902000,15,90,10000,4.1
461,SBI,Education,8.15,34,0,1403492,36491,21.9,812,4646000,15,90,10000,4.1
462,SBI,Education,8.65,46,1,1612264,19481,14.3,772,3249000,15,90,10000,4.1
463,SBI,Home,6.7,28,0,1475179,17456,8.1,813,2820000,30,90,10000,4.1
464,SBI,Education,8.15,50,0,1744884,12258,28.9,750,4676000,15,90,10000,4.1
465,SBI,Education,8.15,40,0,1872830,42763,19.8,817,3554000,15,90,10000,4.1
466,SBI,Automobile,7.6,36,0,1460359,28355,45,745,478600,7,90,0,4.1
467,SBI,Home,6.8,33,1,973674,14281,14,779,3429000,30,90,10000,4.1
468,SBI,Education,8.65,34,1,799786,15729,25.7,818,3329000,15,90,10000,4.1
469,SBI,Home,6.8,58,0,4866394,81512,21,789,4347000,30,90,10000,4.1
470,SBI,Home,6.8,28,0,849015,14292,13.9,770,3432000,30,90,10000,4.1
471,SBI,Home,6.8,51,1,974928,17467,23,790,3033000,30,90,10000,4.1
472,SBI,Education,8.65,32,1,1459770,10352,12.3,789,5243000,15,90,10000,4.1
473,SBI,Home,6.9,50,1,1408185,16089,16,747,3823000,30,90,10000,4.1
474,SBI,Education,8.15,48,0,926687,11815,26.4,749,3725000,15,90,10000,4.1
475,SBI,Automobile,7.35,50,0,2691654,52936,29,788,487400,7,90,0,4.1
476,SBI,Automobile,7.35,29,1,965580,10541,16.5,799,281400,7,90,0,4.1
477,SBI,Automobile,7.35,48,1,1569058,24059,18.2,821,492000,7,90,0,4.1
478,SBI,Education,8.65,24,1,550031,8855,22.3,773,4817000,15,90,10000,4.1
479,SBI,Automobile,7.35,37,0,568575,3999,16.2,812,280400,7,90,0,4.1
480,SBI,Education,8.65,30,1,1113210,12616,12.7,794,3481000,15,90,10000,4.1
481,SBI,Automobile,7.6,54,0,1425437,11059,11.2,736,296300,7,90,0,4.1
482,SBI,Home,6.7,42,1,965675,16980,20.5,813,3112000,30,90,10000,4.1
483,SBI,Home,6.8,29,1,2214716,45217,14,783,4198000,30,90,10000,4.1
484,SBI,Automobile,7.35,30,0,1446527,13742,16,805,345100,7,90,0,4.1
485,SBI,Home,6.8,54,0,972268,13450,16.1,791,4216000,30,90,10000,4.1
486,SBI,Education,8.15,54,0,2049245,1486,13.8,781,5926000,15,90,10000,4.1
487,SBI,Education,8.15,53,0,1027330,14640,15.9,817,2908000,15,90,10000,4.1
488,SBI,Education,8.15,59,0,997443,7173,12,779,3161000,15,90,10000,4.1
489,SBI,Home,6.8,41,0,969532,7683,19.2,797,4076000,30,90,10000,4.1
490,SBI,Automobile,7.35,39,0,837045,23856,32.9,821,340800,7,90,0,4.1
491,SBI,Home,6.8,25,0,887718,3381,9.8,794,4155000,30,90,10000,4.1
492,SBI,Automobile,7.35,39,0,558600,14943,17,808,317900,7,90,0,4.1
493,SBI,Home,6.7,35,0,1434557,17932,23,814,3579000,30,90,10000,4.1
494,SBI,Automobile,7.35,47,0,1080169,2647,17.9,788,316400,7,90,0,4.1
495,SBI,Automobile,7.6,49,1,1185714,14624,9.1,731,343900,7,90,0,4.1
496,SBI,Education,8.65,36,1,829426,17832,11.2,761,3862000,15,90,10000,4.1
497,SBI,Home,6.9,32,0,2597756,46760,22.1,692,3676000,30,90,10000,4.1
498,SBI,Education,8.65,43,1,1617983,18337,31,818,4603000,15,90,10000,4.1
499,SBI,Automobile,7.35,36,0,1523344,8975,15,772,485000,7,90,0,4.1
500,SBI,Education,8.65,49,1,1330266,21839,15.3,765,3774000,15,90,10000,4.1
501,SBI,Automobile,7.6,44,1,1583080,22295,22.1,741,389600,7,90,0,4.1
502,SBI,Education,8.15,51,0,1382744,22239,14.8,802,4728000,15,90,10000,4.1
503,SBI,Education,8.15,59,0,457102,9751,13.6,771,3506000,15,90,10000,4.1
504,SBI,Automobile,7.35,29,0,576099,13586,14.9,789,347800,7,90,0,4.1
505,SBI,Education,8.65,27,1,1118226,2647,14.7,805,2893000,15,90,10000,4.1
506,SBI,Automobile,7.35,33,0,611382,2018,13.8,786,359700,7,90,0,4.1
507,SBI,Home,6.8,47,0,670795,10900,12.5,787,2868000,30,90,10000,4.1
508,SBI,Automobile,7.35,48,1,1109942,19424,16.3,778,384700,7,90,0,4.1
509,SBI,Automobile,7.35,40,1,430711,8686,8,773,359700,7,90,0,4.1
510,SBI,Home,6.8,42,0,1908360,42779,17.1,770,4216000,30,90,10000,4.1
511,SBI,Automobile,7.35,25,1,837216,13395,43,776,315500,7,90,0,4.1
512,SBI,Automobile,7.35,55,1,569145,10672,7,796,347500,7,90,0,4.1
513,SBI,Automobile,7.35,26,0,3259507,24446,14.6,795,348400,7,90,0,4.1
514,SBI,Home,6.8,46,0,988988,14258,16.3,783,4402000,30,90,10000,4.1
515,SBI,Home,6.8,42,0,1204752,21485,25.4,758,3109000,30,90,10000,4.1
516,SBI,Education,8.15,26,0,663537,10340,25.8,804,3167000,15,90,10000,4.1
517,SBI,Home,6.7,26,0,815442,2657,28.8,812,2899000,30,90,10000,4.1
518,SBI,Automobile,7.6,42,0,1600674,22543,22.6,697,479800,7,90,0,4.1
519,SBI,Automobile,7.35,30,0,1779369,24911,24,797,382000,7,90,0,4.1
520,SBI,Automobile,7.6,25,0,1450422,13054,6.9,753,382900,7,90,0,4.1
521,SBI,Home,6.8,52,1,1345428,12333,4.8,800,5121000,30,90,10000,4.1
522,SBI,Education,8.15,54,0,996322,14364,14.5,806,3746000,15,90,10000,4.1
523,SBI,Automobile,7.35,27,1,1733598,21092,23.7,812,385900,7,90,0,4.1
524,SBI,Automobile,7.35,41,0,1158696,14580,24.9,781,521300,7,90,0,4.1
525,SBI,Automobile,7.6,59,1,1347822,775,9.4,710,451200,7,90,0,4.1
526,SBI,Home,6.7,36,1,1740305,9963,14.7,815,5152000,30,90,10000,4.1
527,SBI,Education,8.15,44,0,906338,10574,22.5,766,3914000,15,90,10000,4.1
528,SBI,Automobile,7.35,42,1,879852,17670,19.6,793,321600,7,90,0,4.1
529,SBI,Education,8.65,32,1,4706300,45102,19.7,748,4823000,15,90,10000,4.1
530,SBI,Automobile,7.35,52,0,1321621,11564,10.5,759,359400,7,90,0,4.1
531,SBI,Automobile,7.35,26,0,1045703,10536,21.5,798,355100,7,90,0,4.1
532,SBI,Automobile,7.35,29,1,584193,16455,8.2,777,291100,7,90,0,4.1
533,SBI,Home,6.9,46,0,842935,11309,8.5,733,3243000,30,90,10000,4.1
534,SBI,Home,6.8,59,1,519612,13337,6.9,772,2838000,30,90,10000,4.1
535,SBI,Automobile,7.35,38,0,347054,1524,8.4,790,451200,7,90,0,4.1
536,SBI,Automobile,7.35,25,1,1722825,7078,11.2,769,316100,7,90,0,4.1
537,SBI,Home,6.8,52,0,1568279,16990,24,797,5042000,30,90,10000,4.1
538,SBI,Home,6.8,42,1,6783228,92139,17,784,4774000,30,90,10000,4.1
539,SBI,Home,6.7,42,0,1043537,13392,22.5,811,3234000,30,90,10000,4.1
540,SBI,Home,6.7,37,1,843125,15598,15.6,818,3844000,30,90,10000,4.1
541,SBI,Education,8.15,30,0,1683495,29040,16,715,3621000,15,90,10000,4.1
542,SBI,Home,6.8,58,1,569430,12907,13.9,752,4725000,30,90,10000,4.1
543,SBI,Automobile,7.35,42,1,578094,15127,12.5,778,291100,7,90,0,4.1
544,SBI,Education,8.65,49,1,1167930,5918,13.7,805,3323000,15,90,10000,4.1
545,SBI,Automobile,7.35,33,1,831345,18705,15.7,784,337400,7,90,0,4.1
546,SBI,Home,6.8,53,1,1042074,20755,11.8,769,3286000,30,90,10000,4.1
547,SBI,Home,6.7,44,1,1362053,10840,13.9,814,4423000,30,90,10000,4.1
548,SBI,Automobile,7.35,37,1,2837745,33580,22.9,767,356700,7,90,0,4.1
549,SBI,Automobile,7.35,34,1,1005708,8289,13.4,800,384400,7,90,0,4.1
550,SBI,Automobile,7.35,41,0,1639548,13021,16.3,815,530100,7,90,0,4.1
551,SBI,Home,6.9,28,0,994118,9776,12,683,3314000,30,90,10000,4.1
552,SBI,Education,8.65,32,1,1056077,8589,16.5,772,3719000,15,90,10000,4.1
553,SBI,Home,6.8,42,1,709460,6982,15.6,789,3176000,30,90,10000,4.1
554,SBI,Automobile,7.35,55,1,1303267,17486,16.4,784,448100,7,90,0,4.1
555,SBI,Home,6.8,49,0,2020460,2324,12.1,790,3283000,30,90,10000,4.1
556,SBI,Home,6.8,49,1,1154364,12409,11.3,761,3518000,30,90,10000,4.1
557,SBI,Home,6.8,41,1,1534440,13043,23,777,3149000,30,90,10000,4.1
558,SBI,Home,6.7,47,0,1800136,12826,9,816,3033000,30,90,10000,4.1
559,SBI,Automobile,7.6,30,0,1040516,13440,10.5,749,396300,7,90,0,4.1
560,SBI,Automobile,7.35,52,0,1654482,14063,17.7,813,515800,7,90,0,4.1
561,SBI,Home,6.9,59,0,2680482,47646,20.4,751,3146000,30,90,10000,4.1
562,SBI,Automobile,7.6,51,1,1849593,34217,18.6,729,546900,7,90,0,4.1
563,SBI,Home,6.8,42,1,935636,2823,12.8,798,2829000,30,90,10000,4.1
564,SBI,Home,6.7,27,0,742520,6188,11.7,811,3865000,30,90,10000,4.1
565,SBI,Automobile,7.35,48,0,754376,7858,31,787,336200,7,90,0,4.1
566,SBI,Home,6.7,57,0,3394293,7666,27.9,819,7460000,30,90,10000,4.1
567,SBI,Automobile,7.35,57,1,446690,7315,10,766,282600,7,90,0,4.1
568,SBI,Education,8.65,33,1,557612,8596,13.7,777,4664000,15,90,10000,4.1
569,SBI,Automobile,7.35,54,0,1253658,17447,15.5,804,392600,7,90,0,4.1
570,SBI,Education,8.15,50,0,1147752,18364,16.4,804,3173000,15,90,10000,4.1
571,SBI,Education,8.15,38,0,2861115,46016,13,782,3170000,15,90,10000,4.1
572,SBI,Education,8.15,59,0,988000,15149,15.5,804,2969000,15,90,10000,4.1
573,SBI,Automobile,7.35,30,1,1614924,30145,15.5,813,410900,7,90,0,4.1
574,SBI,Automobile,7.6,24,0,1324547,13886,15.6,725,483500,7,90,0,4.1
575,SBI,Home,6.8,55,1,1427717,24152,16.6,772,3170000,30,90,10000,4.1
576,SBI,Education,8.65,51,1,1074450,18892,23,771,3274000,15,90,10000,4.1
577,SBI,Automobile,7.35,57,0,1305015,23817,14.8,768,350600,7,90,0,4.1
578,SBI,Education,8.65,48,1,2032924,29477,12.8,747,3960000,15,90,10000,4.1
579,SBI,Automobile,7.35,46,0,530651,8446,11,808,312100,7,90,0,4.1
580,SBI,Automobile,7.35,28,0,1160425,8964,12.5,774,397200,7,90,0,4.1
581,SBI,Home,6.7,59,1,1450650,32156,19.6,816,4542000,30,90,10000,4.1
582,SBI,Education,8.15,24,0,1539779,12729,28.2,781,2969000,15,90,10000,4.1
583,SBI,Automobile,7.35,37,1,1596798,4405,17.5,763,484700,7,90,0,4.1
584,SBI,Automobile,7.35,33,1,1032042,17029,12.2,766,316100,7,90,0,4.1
585,SBI,Automobile,7.35,38,0,1009071,21863,16.7,820,418900,7,90,0,4.1
586,SBI,Education,8.65,25,1,625613,9593,10.2,800,2896000,15,90,10000,4.1
587,SBI,Home,6.8,38,0,558657,9171,13.9,772,5518000,30,90,10000,4.1
588,SBI,Education,8.65,33,1,788044,13856,17,771,3515000,15,90,10000,4.1
589,SBI,Home,6.8,43,0,672448,17372,22.8,773,4237000,30,90,10000,4.1
590,SBI,Home,6.8,43,1,1712641,8406,16.7,783,3042000,30,90,10000,4.1
591,SBI,Education,8.65,36,1,2758705,38622,20.8,766,2841000,15,90,10000,4.1
592,SBI,Education,8.15,44,0,1402352,14841,18.7,721,4347000,15,90,10000,4.1
593,SBI,Home,6.7,25,0,666273,9383,16,812,3036000,30,90,10000,4.1
594,SBI,Home,6.7,37,0,1007418,13516,13.6,813,2838000,30,90,10000,4.1
595,SBI,Education,8.15,40,0,1766297,22667,32.8,712,4173000,15,90,10000,4.1
596,SBI,Home,6.8,44,1,5820688,54327,24.7,781,3152000,30,90,10000,4.1
597,SBI,Automobile,7.35,40,1,540436,7836,23,814,289000,7,90,0,4.1
598,SBI,Home,6.8,52,1,954845,24189,29.9,783,3201000,30,90,10000,4.1
599,SBI,Automobile,7.35,42,1,536579,13236,23.7,808,445100,7,90,0,4.1
600,SBI,Education,8.15,55,0,1303134,13140,17.2,666,4338000,15,90,10000,4.1
601,SBI,Home,6.8,42,0,1854970,20714,16.7,796,2978000,30,90,10000,4.1
602,SBI,Automobile,7.35,33,1,932615,17254,14.4,783,377100,7,90,0,4.1
603,SBI,Home,6.7,32,0,372533,8724,12.5,818,4664000,30,90,10000,4.1
604,SBI,Automobile,7.35,45,0,468635,8553,9.5,770,388400,7,90,0,4.1
605,SBI,Home,6.7,56,1,774934,13626,32.8,807,2914000,30,90,10000,4.1
606,SBI,Education,8.65,33,1,1014809,19620,14.7,671,3515000,15,90,10000,4.1
607,SBI,Education,8.65,57,1,761444,4131,11.5,805,3170000,15,90,10000,4.1
608,SBI,Automobile,7.6,36,1,1389660,20961,16.2,741,295700,7,90,0,4.1
609,SBI,Home,6.8,42,1,917491,8869,12.1,759,2975000,30,90,10000,4.1
610,SBI,Education,8.15,39,0,562077,2248,6.7,789,2829000,15,90,10000,4.1
611,SBI,Automobile,7.35,38,0,1723471,10757,16.5,784,423700,7,90,0,4.1
612,SBI,Education,8.65,47,1,2270424,17936,20.8,767,4835000,15,90,10000,4.1
613,SBI,Automobile,7.35,55,0,1080511,20800,15.9,773,481700,7,90,0,4.1
614,SBI,Automobile,7.6,59,1,1755315,35399,14.9,726,479500,7,90,0,4.1
615,SBI,Home,6.8,55,0,1965721,18183,26.5,766,3353000,30,90,10000,4.1
616,SBI,Home,6.8,40,0,1002022,21043,19.6,796,3179000,30,90,10000,4.1
617,SBI,Education,8.65,40,1,684760,2756,13.5,807,3679000,15,90,10000,4.1
618,SBI,Education,8.15,25,0,1909500,46624,33.5,818,3509000,15,90,10000,4.1
619,SBI,Home,6.7,31,1,4567296,53285,22.5,815,4515000,30,90,10000,4.1
620,SBI,Automobile,7.35,43,1,1146042,28174,10.5,819,350900,7,90,0,4.1
621,SBI,Automobile,7.35,28,1,675564,12633,13.5,812,290800,7,90,0,4.1
622,SBI,Automobile,7.35,45,1,1120848,13077,12.9,808,282900,7,90,0,4.1
623,SBI,Education,8.15,59,0,1250314,26777,14.3,726,3640000,15,90,10000,4.1
624,SBI,Automobile,7.35,49,0,296438,3285,14.6,807,533500,7,90,0,4.1
